  Config: v0,5,5, args "", priority lowest +19
   Board: 4 x ARMv7 cores available, ondemand governor Pi3 rev 1,2, BCM2837 So with 1GB RAM by Sony UK
  Memory: 1024MB split 948MB ARM, 76MB GPU plus 100MB Swap
HW Block: |   ARM   |  Core  |  H264  |    SDRAM    |
Min Freq: |  600 | 250 |   0 |    450   |
Max Freq: | 1200 | 400 | 300 |    450   |
Voltages: |         0, 1,2813V        | +1, 1,2250V |
   Other: temp_limit=85
Firmware: Jul 17 2020 11:04:27, version 21a15cb094f41c7506ad65d2cb9b29c550693057 clean release start
  Codecs: H264 H263 MPG4 MJPG PCM
  Booted: Thu Sep 1020:22:46 2020
20:28:15 1200  400    0 56,38 56,38  1,116          22           0
20:28:17 1200  400    0 56,92 56,92  1,098          22           0
20:28:19 1200  400    0 56,92 56,92  1,095          22           0
20:28:21 1200  400    0 56,38 56,92  1,101          22           0
20:28:23 1200  400    0 56,92 56,92  1,115          22           0
20:28:25 1200  400    0 56,38 56,92  1,097          22           0
20:28:27 1200  400    0 56,38 56,92  1,094          22           0
20:28:29 1200  400    0 56,92 56,92  1,101          22           0
20:28:31 1200  400    0 56,92 56,92  1,101          22           0
20:28:33 1200  400    0 56,38 56,92  1,112          22           0
20:28:35 1200  400    0 56,92 56,92  1,094          22           0
20:28:37 1200  400    0 56,92 56,92  1,096          22           0
20:28:39 1200  400    0 56,92 56,92  1,091          22           0
20:28:41 1200  400    0 56,92 56,92  1,096          22           0
20:28:43 1200  400    0 56,92 56,92  1,123          22           0
20:28:45 1200  400    0 56,92 56,92  1,090          22           0
20:28:48 1200  400    0 56,92 56,92  1,094          22           0
20:28:50 1200  400    0 56,92 56,92  1,121          22           0
20:28:52 1200  400    0 56,92 56,92  1,088          22           0
20:28:54 1200  400    0 56,92 56,92  1,107          22           0
20:28:56 1200  400    0 57,46 57,46  1,103          22           0
20:28:58 1200  400    0 56,92 57,46  1,094          22           0
20:29:00 1200  400    0 56,92 57,46  1,093          22           0
20:29:02 1200  400    0 56,92 57,46  1,114          22           0
20:29:04 1200  400    0 56,92 57,46  1,091          22           0
20:29:06 1200  400    0 56,92 57,46  1,103          22           0
20:29:08 1200  400    0 57,46 57,46  1,092          22           0
20:29:10 1200  400    0 56,92 57,46  1,355          22           0
20:29:12 1200  400    0 56,92 57,46  1,100          22           0
20:29:14 1200  400    0 58,00 58,00  1,114          22           0
20:29:16 1200  400    0 56,92 58,00  1,093          22           0
20:29:18 1200  400    0 57,46 58,00  1,098          22           0
20:29:20 1200  400    0 58,00 58,00  1,095          22           0
20:29:22 1200  400    0 58,00 58,00  1,089          22           0
20:29:24 1200  400    0 57,46 58,00  1,113          22           0
20:29:26 1200  400    0 57,46 58,00  1,131          22           0
20:29:28 1200  400    0 57,46 58,00  1,096          22           0
20:29:30 1200  400    0 56,92 58,00  1,098          22           0
20:29:32 1200  400    0 57,46 58,00  1,097          22           0
20:29:34 1200  400    0 58,00 58,00  1,104          22           0
20:29:36 1200  400    0 56,92 58,00  1,100          22           0
20:29:38 1200  400    0 57,46 58,00  1,104          22           0
20:29:41 1200  400    0 57,46 58,00  1,092          22           0
20:29:43 1200  400    0 58,00 58,00  1,098          22           0
20:29:45 1200  400    0 58,00 58,00  1,107          22           0
20:29:47 1200  400    0 58,00 58,00  1,092          22           0
20:29:49 1200  400    0 58,00 58,00  1,098          22           0
20:29:51 1200  400    0 58,00 58,00  1,094          45           0
20:29:53 1200  400    0 58,00 58,00  1,095          22           0
20:29:55 1200  400    0 58,00 58,00  1,105          22           0
20:29:57 1200  400    0 58,00 58,00  1,101          22           0
20:29:59 1200  400    0 58,00 58,00  1,091          22           0
20:30:01 1200  400    0 58,00 58,00  1,118          22           0
20:30:03 1200  400    0 56,92 58,00  1,104          22           0
20:30:05 1200  400    0 57,46 58,00  1,085          22           0
20:30:07 1200  400    0 58,00 58,00  1,109          22           0
20:30:09 1200  400    0 58,00 58,00  1,256          22           0
20:30:11 1200  400    0 58,00 58,00  1,076          22           0
20:30:13 1200  400    0 58,00 58,00  1,085          22           0
20:30:15 1200  400    0 58,00 58,00  1,094          22           0
20:30:17 1200  400    0 58,00 58,00  1,109          22           0
20:30:19 1200  400    0 58,00 58,00  1,082          22           0
20:30:21 1200  400    0 58,00 58,00  1,086          22           0
20:30:23 1200  400    0 58,53 58,53  1,083          22           0
20:30:25 1200  400    0 58,53 58,53  1,078          22           0
20:30:27 1200  400    0 58,00 58,53  1,117          22           0
20:30:29 1200  400    0 58,00 58,53  1,087          22           0
20:30:31 1200  400    0 58,53 58,53  1,083          22           0
20:30:34 1200  400    0 58,53 58,53  1,086          22           0
20:30:36 1200  400    0 58,00 58,53  1,080          22           0
20:30:38 1200  400    0 58,53 58,53  1,115          22           0
20:30:40 1200  400    0 58,00 58,53  1,090          22           0
20:30:42  600  250    0 56,92 58,53  1,048          22           0
20:30:44  600  250    0 55,84 58,53    995          22           0
20:30:46  600  250    0 55,31 58,53  1,000          22           0
20:30:48  600  250    0 54,77 58,53  1,033          22           0
20:30:50  600  250    0 54,77 58,53    995          22           0
20:30:52  600  250    0 54,77 58,53  1,003          22           0
20:30:54  600  250    0 54,23 58,53  1,059         169         244
20:30:56  600  250    0 54,23 58,53    998          57          45
20:30:58  600  250    0 53,69 58,53  1,006          22           0
20:31:00  600  250    0 53,69 58,53    993          22           0
20:31:02  600  250    0 53,69 58,53  1,010          22           0
20:31:04  600  250    0 53,69 58,53  1,000          22           0
20:31:06  600  250    0 53,15 58,53  1,024          22           0
20:31:08  600  250    0 53,15 58,53  1,082          22           0
20:31:11  600  250    0 53,69 58,53  1,064          22           0
20:31:13  600  250    0 53,15 58,53  1,006          22           0
20:31:15  600  250    0 52,62 58,53  1,006          22           0
20:31:17  600  250    0 53,15 58,53  1,005          22           0
20:31:19  600  250    0 53,15 58,53    988          44           0
20:31:21  600  250    0 52,62 58,53    996          22           0
20:31:23  600  250    0 52,08 58,53    999          22           0
20:31:25  600  250    0 52,62 58,53    996          22           0
20:31:27  600  250    0 52,08 58,53  1,029          22           0
20:31:29  600  250    0 52,62 58,53  1,006          22           0
20:31:31  600  250    0 52,08 58,53    990          22           0
20:31:33  600  250    0 51,54 58,53    989          22           0
20:31:35  600  250    0 51,54 58,53    998          22           0
20:31:37  600  250    0 51,54 58,53    995          22           0
20:31:39  600  250    0 52,08 58,53    995          22           0
20:31:41  600  250    0 51,54 58,53    996          22           0
20:31:43  600  250    0 51,54 58,53    997          22           0
20:31:46  600  250    0 51,54 58,53  1,003          22           0
20:31:48  600  250    0 51,54 58,53  1,020          22           0
20:31:50  600  250    0 51,54 58,53    997          22           0
20:31:52  600  250    0 51,54 58,53    993          22           0
20:31:54  600  250    0 51,54 58,53  1,004          22           0
20:31:56  600  250    0 51,54 58,53    990          22           0
20:31:58  600  250    0 51,54 58,53  1,003          22           0
20:32:00  600  250    0 52,08 58,53  1,004          22           0
20:32:02  600  250    0 51,54 58,53  1,002          22           0
20:32:04  600  250    0 50,46 58,53  1,002          22           0
20:32:06  600  250    0 51,54 58,53  1,000          22           0
20:32:08  600  250    0 50,46 58,53  1,027          22           0
20:32:10  600  250    0 51,00 58,53  1,095          22           0
20:32:12  600  250    0 51,00 58,53  1,036          22           0
20:32:14  600  250    0 50,46 58,53    992          22           0
20:32:16  600  250    0 50,46 58,53    994          22           0
20:32:18  600  250    0 51,54 58,53  1,004          22           0
20:32:21  600  250    0 50,46 58,53  1,001          22           0
20:32:23  600  250    0 51,00 58,53  1,004          22           0
20:32:25  600  250    0 51,54 58,53  1,030          22           0
20:32:27  600  250    0 51,00 58,53    994          22           0
20:32:29  600  250    0 50,46 58,53    988          44           0
20:32:31  600  250    0 50,46 58,53    999          22           0
20:32:33  600  250    0 51,00 58,53  1,002          22           0
20:32:35  600  250    0 50,46 58,53    993          22           0
20:32:37  600  250    0 50,46 58,53  1,037          22           0
20:32:39  600  250    0 51,00 58,53    995          22           0
20:32:41  600  250    0 50,46 58,53  1,002          22           0
20:32:43  600  250    0 50,46 58,53    998          22           0
20:32:45  600  250    0 50,46 58,53    994          22           0
20:32:47  600  250    0 50,46 58,53  1,000          22           0
20:32:49  600  250    0 50,46 58,53  1,010          22           0
20:32:51  600  250    0 50,46 58,53  1,003          22           0
20:32:53  600  250    0 50,46 58,53  1,006          22           0
20:32:55  600  250    0 50,46 58,53    997          22           0
20:32:58  600  250    0 50,46 58,53  1,004          22           0
20:33:00  600  250    0 50,46 58,53  1,005          22           0
20:33:02  600  250    0 50,46 58,53  1,055          22           0
20:33:04  600  250    0 50,46 58,53  1,000          22           0
20:33:06  600  250    0 49,93 58,53    996          22           0
20:33:08  600  250    0 50,46 58,53    999          22           0
20:33:10  600  250    0 50,46 58,53  1,200          22           0
20:33:12  600  250    0 50,46 58,53  1,028          22           0
20:33:14  600  250    0 50,46 58,53  1,014          22           0
20:33:16  600  250    0 50,46 58,53    995          22           0
20:33:18  600  250    0 50,46 58,53    997          22           0
20:33:20  600  250    0 50,46 58,53  1,002          22           0
20:33:22  600  250    0 49,93 58,53  1,008          22           0
20:33:24  600  250    0 50,46 58,53  1,050          22           0
20:33:26  600  250    0 50,46 58,53  1,020          22           0
20:33:28  600  250    0 49,93 58,53    995          22           0
20:33:30  600  250    0 49,39 58,53    981          22           0
20:33:33  600  250    0 50,46 58,53  1,002          22           0
20:33:35  600  250    0 49,93 58,53    987          22           0
20:33:37  600  250    0 49,39 58,53    991          22           0
20:33:39  600  250    0 49,93 58,53    995          44           0
20:33:41 1200  400    0 49,93 58,53  1,003          22           0
20:33:43 1200  400    0 53,69 58,53  1,181          22           0
20:33:45 1200  400    0 54,77 58,53  1,171          22           0
20:33:47 1200  400    0 55,84 58,53  1,158          22           0
20:33:49 1200  400    0 56,38 58,53  1,165          22           0
20:33:51 1200  400    0 56,92 58,53  1,166          22           0
20:33:53 1200  400    0 56,92 58,53  1,190          22           0
20:33:55 1200  400    0 58,00 58,53  1,169          22           0
20:33:57 1200  400    0 58,00 58,53  1,165          22           0
